"locusTag","RSlocusTag","feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","feature_interval_length","product_length","attributes","gene_name"
"Bcen2424_6755","BCEN2424_RS33380","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1002145,1002957,"+","WP_011549913.1","WP_011549913.1",NA,"ABC transporter ATP-binding protein","",NA,813,270,"old_locus_tag=Bcen2424_6755","Bcen2424_6755--ABC transporter ATP-binding protein"
"Bcen2424_6756","BCEN2424_RS33385","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1002968,1003876,"-","WP_011549914.1","WP_011549914.1",NA,"alpha/beta hydrolase","",NA,909,302,"old_locus_tag=Bcen2424_6756","Bcen2424_6756--alpha/beta hydrolase"
"Bcen2424_6757","BCEN2424_RS33390","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1003965,1004351,"+","WP_011549915.1","WP_011549915.1",NA,"MerR family transcriptional regulator","",NA,387,128,"old_locus_tag=Bcen2424_6757","Bcen2424_6757--MerR family transcriptional regulator"
"Bcen2424_6758","BCEN2424_RS33395","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1004441,1004980,"+","WP_041489560.1","WP_041489560.1",NA,"toxin","",NA,540,179,"old_locus_tag=Bcen2424_6758","Bcen2424_6758--toxin"
"Bcen2424_6760","BCEN2424_RS33405","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1005776,1009369,"-","WP_011549918.1","WP_011549918.1",NA,"adhesin","",NA,3594,1197,"old_locus_tag=Bcen2424_6760","Bcen2424_6760--adhesin"
"Bcen2424_6762","BCEN2424_RS33410","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1010510,1011325,"+","WP_011549920.1","WP_011549920.1",NA,"response regulator transcription factor","",NA,816,271,"old_locus_tag=Bcen2424_6762","Bcen2424_6762--response regulator transcription factor"
"Bcen2424_6763","BCEN2424_RS33415","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1011347,1013524,"-","WP_011549921.1","WP_011549921.1",NA,"TonB-dependent siderophore receptor","",NA,2178,725,"old_locus_tag=Bcen2424_6763","Bcen2424_6763--TonB-dependent siderophore receptor"
"Bcen2424_6764","BCEN2424_RS33420","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1013804,1014715,"+","WP_011549922.1","WP_011549922.1",NA,"DUF72 domain-containing protein","",NA,912,303,"old_locus_tag=Bcen2424_6764","Bcen2424_6764--DUF72 domain-containing protein"
"Bcen2424_6765","BCEN2424_RS37255","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1014886,1015056,"+","WP_006397039.1","WP_006397039.1",NA,"hypothetical protein","",NA,171,56,"old_locus_tag=Bcen2424_6765","Bcen2424_6765--hypothetical protein"
"Bcen2424_6766","BCEN2424_RS33425","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1015331,1019638,"-","WP_011695054.1","WP_011695054.1",NA,"hypothetical protein","",NA,4308,1435,"old_locus_tag=Bcen2424_6766","Bcen2424_6766--hypothetical protein"
"Bcen2424_6767","BCEN2424_RS33430","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1019933,1032649,"-","WP_011695055.1","WP_011695055.1",NA,"membrane protein","",NA,12717,4238,"old_locus_tag=Bcen2424_6767","Bcen2424_6767--membrane protein"
"Bcen2424_6768","BCEN2424_RS33435","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1033386,1033844,"+","WP_011549039.1","WP_011549039.1",NA,"(2Fe-2S)-binding protein","",NA,459,152,"old_locus_tag=Bcen2424_6768","Bcen2424_6768--(2Fe-2S)-binding protein"
"Bcen2424_6769","BCEN2424_RS33440","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1033866,1036358,"+","WP_011549040.1","WP_011549040.1",NA,"xanthine dehydrogenase family protein molybdopterin-binding subunit","",NA,2493,830,"old_locus_tag=Bcen2424_6769","Bcen2424_6769--xanthine dehydrogenase family protein molybdopterin-binding subunit"
"Bcen2424_6770","BCEN2424_RS33445","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1036459,1037484,"-","WP_041489513.1","WP_041489513.1",NA,"AraC family transcriptional regulator","",NA,1026,341,"old_locus_tag=Bcen2424_6770","Bcen2424_6770--AraC family transcriptional regulator"
"Bcen2424_6771","BCEN2424_RS33450","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1037835,1039082,"+","WP_011549042.1","WP_011549042.1",NA,"SnoaL-like domain-containing protein","",NA,1248,415,"old_locus_tag=Bcen2424_6771","Bcen2424_6771--SnoaL-like domain-containing protein"
"Bcen2424_6772","BCEN2424_RS33455","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1039123,1039911,"+","WP_011549043.1","WP_011549043.1",NA,"SDR family oxidoreductase","",NA,789,262,"old_locus_tag=Bcen2424_6772","Bcen2424_6772--SDR family oxidoreductase"
"Bcen2424_6773","BCEN2424_RS33460","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1039976,1041214,"+","WP_006486286.1","WP_006486286.1",NA,"alanine-phosphoribitol ligase","",NA,1239,412,"old_locus_tag=Bcen2424_6773","Bcen2424_6773--alanine-phosphoribitol ligase"
"Bcen2424_6774","BCEN2424_RS33465","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1041220,1041747,"+","WP_011549044.1","WP_011549044.1",NA,"flavin reductase family protein","",NA,528,175,"old_locus_tag=Bcen2424_6774","Bcen2424_6774--flavin reductase family protein"
"Bcen2424_6775","BCEN2424_RS33470","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1041784,1042740,"+","WP_011549045.1","WP_011549045.1",NA,"phenol degradation protein","",NA,957,318,"old_locus_tag=Bcen2424_6775","Bcen2424_6775--phenol degradation protein"
"Bcen2424_6776","BCEN2424_RS33475","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1043020,1043994,"-","WP_011549046.1","WP_011549046.1",NA,"type II secretion system F family protein","",NA,975,324,"old_locus_tag=Bcen2424_6776","Bcen2424_6776--type II secretion system F family protein"
"Bcen2424_6777","BCEN2424_RS33480","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1044031,1045008,"-","WP_011695056.1","WP_011695056.1",NA,"type II secretion system F family protein","",NA,978,325,"old_locus_tag=Bcen2424_6777","Bcen2424_6777--type II secretion system F family protein"
"Bcen2424_6778","BCEN2424_RS33485","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1045042,1046406,"-","WP_011549048.1","WP_011549048.1",NA,"CpaF family protein","",NA,1365,454,"old_locus_tag=Bcen2424_6778","Bcen2424_6778--CpaF family protein"
"Bcen2424_6779","BCEN2424_RS33490","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1046425,1047633,"-","WP_011549049.1","WP_011549049.1",NA,"AAA family ATPase","",NA,1209,402,"old_locus_tag=Bcen2424_6779","Bcen2424_6779--AAA family ATPase"
"Bcen2424_6780","BCEN2424_RS33495","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1047656,1048099,"-","WP_011549050.1","WP_011549050.1",NA,"pilus assembly protein","",NA,444,147,"old_locus_tag=Bcen2424_6780","Bcen2424_6780--pilus assembly protein"
"Bcen2424_6781","BCEN2424_RS33500","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1048096,1048629,"-","WP_011549051.1","WP_011549051.1",NA,"pilus assembly protein","",NA,534,177,"old_locus_tag=Bcen2424_6781","Bcen2424_6781--pilus assembly protein"
"Bcen2424_6782","BCEN2424_RS33505","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1048643,1049914,"-","WP_011549052.1","WP_011549052.1",NA,"pilus assembly protein TadG","",NA,1272,423,"old_locus_tag=Bcen2424_6782","Bcen2424_6782--pilus assembly protein TadG"
"Bcen2424_6783","BCEN2424_RS33510","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1049940,1050236,"-","WP_041489514.1","WP_041489514.1",NA,"hypothetical protein","",NA,297,98,"old_locus_tag=Bcen2424_6783","Bcen2424_6783--hypothetical protein"
"Bcen2424_6784","BCEN2424_RS33515","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1050257,1052185,"-","WP_011549054.1","WP_011549054.1",NA,"type II and III secretion system protein family protein","",NA,1929,642,"old_locus_tag=Bcen2424_6784","Bcen2424_6784--type II and III secretion system protein family protein"
"Bcen2424_6785","BCEN2424_RS33520","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1052290,1053129,"-","WP_011549055.1","WP_011549055.1",NA,"Flp pilus assembly protein CpaB","cpaB",NA,840,279,"old_locus_tag=Bcen2424_6785","Bcen2424_6785-cpaB-Flp pilus assembly protein CpaB"
"Bcen2424_6786","BCEN2424_RS33525","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1053165,1054565,"-","WP_011549056.1","WP_011549056.1",NA,"ATP-binding protein","",NA,1401,466,"old_locus_tag=Bcen2424_6786","Bcen2424_6786--ATP-binding protein"
"Bcen2424_6787","BCEN2424_RS33530","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1054609,1055148,"-","WP_011549057.1","WP_011549057.1",NA,"peptidase A24","",NA,540,179,"old_locus_tag=Bcen2424_6787","Bcen2424_6787--peptidase A24"
"Bcen2424_6788","BCEN2424_RS33535","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","3","NC_008544.1",1055177,1055383,"-","WP_011549058.1","WP_011549058.1",NA,"Flp family type IVb pilin","",NA,207,68,"old_locus_tag=Bcen2424_6788","Bcen2424_6788--Flp family type IVb pilin"
"Bcen2424_6789","BCEN2424_RS33545","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",1389,1886,"+","WP_011695057.1","WP_011695057.1",NA,"lytic transglycosylase domain-containing protein","",NA,498,165,"old_locus_tag=Bcen2424_6789","Bcen2424_6789--lytic transglycosylase domain-containing protein"
"Bcen2424_6790","BCEN2424_RS36505","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",1883,2272,"+","WP_011695058.1","WP_011695058.1",NA,"hypothetical protein","",NA,390,129,"old_locus_tag=Bcen2424_6790","Bcen2424_6790--hypothetical protein"
"Bcen2424_6791","BCEN2424_RS33550","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",2452,2850,"+","WP_011695059.1","WP_011695059.1",NA,"hypothetical protein","",NA,399,132,"old_locus_tag=Bcen2424_6791","Bcen2424_6791--hypothetical protein"
"Bcen2424_6792","BCEN2424_RS33560","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",3155,3766,"+","WP_011695060.1","WP_011695060.1",NA,"conjugal transfer protein TraE","",NA,612,203,"old_locus_tag=Bcen2424_6792","Bcen2424_6792--conjugal transfer protein TraE"
"Bcen2424_6794","BCEN2424_RS33570","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",4502,5824,"+","WP_011695062.1","WP_011695062.1",NA,"conjugal transfer protein TraB","",NA,1323,440,"old_locus_tag=Bcen2424_6794","Bcen2424_6794--conjugal transfer protein TraB"
"Bcen2424_6795","BCEN2424_RS33575","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",5817,6638,"+","WP_011695063.1","WP_011695063.1",NA,"hypothetical protein","",NA,822,273,"old_locus_tag=Bcen2424_6795","Bcen2424_6795--hypothetical protein"
"Bcen2424_6796","BCEN2424_RS33580","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",6635,7063,"+","WP_011695064.1","WP_011695064.1",NA,"HNH endonuclease","",NA,429,142,"old_locus_tag=Bcen2424_6796","Bcen2424_6796--HNH endonuclease"
"Bcen2424_6797","BCEN2424_RS33585","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",7060,7518,"+","WP_011695065.1","WP_011695065.1",NA,"hypothetical protein","",NA,459,152,"old_locus_tag=Bcen2424_6797","Bcen2424_6797--hypothetical protein"
"Bcen2424_6798","BCEN2424_RS33595","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",7871,8146,"+","WP_041489689.1","WP_041489689.1",NA,"hypothetical protein","",NA,276,91,"old_locus_tag=Bcen2424_6798","Bcen2424_6798--hypothetical protein"
"Bcen2424_6799","BCEN2424_RS33600","CDS","without_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",8311,9054,"+","","",NA,"DsbC family protein","",NA,744,NA,"partial;pseudo;old_locus_tag=Bcen2424_6799","Bcen2424_6799--DsbC family protein"
"Bcen2424_6800","BCEN2424_RS33605","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",9057,9737,"+","WP_011695068.1","WP_011695068.1",NA,"type IV conjugative transfer system lipoprotein TraV","traV",NA,681,226,"old_locus_tag=Bcen2424_6800","Bcen2424_6800-traV-type IV conjugative transfer system lipoprotein TraV"
"Bcen2424_6801","BCEN2424_RS33610","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",9752,12346,"+","WP_011695069.1","WP_011695069.1",NA,"type IV secretion system protein TraC","traC",NA,2595,864,"old_locus_tag=Bcen2424_6801","Bcen2424_6801-traC-type IV secretion system protein TraC"
"Bcen2424_6802","BCEN2424_RS33615","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",12349,12717,"+","WP_124702498.1","WP_124702498.1",NA,"TrbI F-type domain-containing protein","",NA,369,122,"old_locus_tag=Bcen2424_6802","Bcen2424_6802--TrbI F-type domain-containing protein"
"Bcen2424_6803","BCEN2424_RS33620","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",12932,13441,"+","WP_011695071.1","WP_011695071.1",NA,"peptidase S26","",NA,510,169,"old_locus_tag=Bcen2424_6803","Bcen2424_6803--peptidase S26"
"Bcen2424_6804","BCEN2424_RS33630","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",13758,14375,"+","WP_134256638.1","WP_134256638.1",NA,"type-F conjugative transfer system protein TraW","traW",NA,618,205,"old_locus_tag=Bcen2424_6804","Bcen2424_6804-traW-type-F conjugative transfer system protein TraW"
"Bcen2424_6805","BCEN2424_RS33635","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",14422,15114,"+","WP_011695073.1","WP_011695073.1",NA,"hypothetical protein","",NA,693,230,"old_locus_tag=Bcen2424_6805","Bcen2424_6805--hypothetical protein"
"Bcen2424_6806","BCEN2424_RS33640","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",15111,16142,"+","WP_011695074.1","WP_011695074.1",NA,"conjugal transfer pilus assembly protein TraU","traU",NA,1032,343,"old_locus_tag=Bcen2424_6806","Bcen2424_6806-traU-conjugal transfer pilus assembly protein TraU"
"Bcen2424_6807","BCEN2424_RS33645","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",16139,16927,"+","WP_011695075.1","WP_011695075.1",NA,"type-F conjugative transfer system pilin assembly protein TrbC","trbC",NA,789,262,"old_locus_tag=Bcen2424_6807","Bcen2424_6807-trbC-type-F conjugative transfer system pilin assembly protein TrbC"
"Bcen2424_6808","BCEN2424_RS33650","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",16933,18213,"+","WP_134256627.1","WP_134256627.1",NA,"hypothetical protein","",NA,1281,426,"old_locus_tag=Bcen2424_6808","Bcen2424_6808--hypothetical protein"
"Bcen2424_6809","BCEN2424_RS33655","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",18210,19490,"+","WP_011695077.1","WP_011695077.1",NA,"conjugal transfer protein TraN","",NA,1281,426,"old_locus_tag=Bcen2424_6809","Bcen2424_6809--conjugal transfer protein TraN"
"Bcen2424_6810","BCEN2424_RS33660","CDS","without_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",19571,19879,"+","","",NA,"hypothetical protein","",NA,309,NA,"partial;pseudo;old_locus_tag=Bcen2424_6810","Bcen2424_6810--hypothetical protein"
"Bcen2424_6812","BCEN2424_RS34420","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",20431,21396,"+","WP_050809587.1","WP_050809587.1",NA,"hypothetical protein","",NA,966,321,"old_locus_tag=Bcen2424_6812","Bcen2424_6812--hypothetical protein"
"Bcen2424_6813","BCEN2424_RS33675","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",21393,22202,"+","WP_011695081.1","WP_011695081.1",NA,"conjugal transfer protein TraF","",NA,810,269,"old_locus_tag=Bcen2424_6813","Bcen2424_6813--conjugal transfer protein TraF"
"Bcen2424_6814","BCEN2424_RS33680","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",22202,23647,"+","WP_011695082.1","WP_011695082.1",NA,"conjugal transfer protein TraH","",NA,1446,481,"old_locus_tag=Bcen2424_6814","Bcen2424_6814--conjugal transfer protein TraH"
"Bcen2424_6815","BCEN2424_RS33685","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",23644,27585,"+","WP_011695083.1","WP_011695083.1",NA,"conjugal transfer protein TraG","",NA,3942,1313,"old_locus_tag=Bcen2424_6815","Bcen2424_6815--conjugal transfer protein TraG"
"Bcen2424_6816","BCEN2424_RS33690","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",27623,28015,"-","WP_011695084.1","WP_011695084.1",NA,"hypothetical protein","",NA,393,130,"old_locus_tag=Bcen2424_6816","Bcen2424_6816--hypothetical protein"
"Bcen2424_6817","BCEN2424_RS33695","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",28279,28905,"+","WP_011695085.1","WP_011695085.1",NA,"phospholipase D family protein","",NA,627,208,"old_locus_tag=Bcen2424_6817","Bcen2424_6817--phospholipase D family protein"
"Bcen2424_6818","BCEN2424_RS33700","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",28951,29199,"+","WP_134256637.1","WP_134256637.1",NA,"hypothetical protein","",NA,249,82,"old_locus_tag=Bcen2424_6818","Bcen2424_6818--hypothetical protein"
"Bcen2424_6819","BCEN2424_RS33705","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",29214,31193,"+","WP_011695087.1","WP_011695087.1",NA,"AAA family ATPase","",NA,1980,659,"old_locus_tag=Bcen2424_6819","Bcen2424_6819--AAA family ATPase"
"Bcen2424_6820","BCEN2424_RS33710","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",31202,31618,"+","WP_011695088.1","WP_011695088.1",NA,"hypothetical protein","",NA,417,138,"old_locus_tag=Bcen2424_6820","Bcen2424_6820--hypothetical protein"
"Bcen2424_6821","BCEN2424_RS33715","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",31673,32071,"+","WP_011695089.1","WP_011695089.1",NA,"outer membrane protein assembly factor BamE","bamE",NA,399,132,"old_locus_tag=Bcen2424_6821","Bcen2424_6821-bamE-outer membrane protein assembly factor BamE"
"Bcen2424_6822","BCEN2424_RS33720","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",32198,32707,"+","WP_011695090.1","WP_011695090.1",NA,"hypothetical protein","",NA,510,169,"old_locus_tag=Bcen2424_6822","Bcen2424_6822--hypothetical protein"
"Bcen2424_6823","BCEN2424_RS33730","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",33228,33710,"+","WP_011695091.1","WP_011695091.1",NA,"thiol:disulfide interchange protein DsbD","",NA,483,160,"old_locus_tag=Bcen2424_6823","Bcen2424_6823--thiol:disulfide interchange protein DsbD"
"Bcen2424_6824","BCEN2424_RS33735","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",34106,38359,"+","WP_011695092.1","WP_011695092.1",NA,"adhesin","",NA,4254,1417,"old_locus_tag=Bcen2424_6824","Bcen2424_6824--adhesin"
"Bcen2424_6825","BCEN2424_RS33740","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",38374,39042,"+","WP_011695093.1","WP_011695093.1",NA,"hypothetical protein","",NA,669,222,"old_locus_tag=Bcen2424_6825","Bcen2424_6825--hypothetical protein"
"Bcen2424_6826","BCEN2424_RS33750","CDS","without_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",39295,40524,"+","","",NA,"DUF1173 domain-containing protein","",NA,1230,NA,"partial;pseudo;old_locus_tag=Bcen2424_6826","Bcen2424_6826--DUF1173 domain-containing protein"
"Bcen2424_6827","BCEN2424_RS33755","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",41147,42028,"+","WP_011695095.1","WP_011695095.1",NA,"hypothetical protein","",NA,882,293,"old_locus_tag=Bcen2424_6827","Bcen2424_6827--hypothetical protein"
"Bcen2424_6828","BCEN2424_RS33760","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",42703,43614,"+","WP_011695096.1","WP_011695096.1",NA,"DUF159 family protein","",NA,912,303,"old_locus_tag=Bcen2424_6828","Bcen2424_6828--DUF159 family protein"
"Bcen2424_6829","BCEN2424_RS33765","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",43688,44404,"+","WP_011695097.1","WP_011695097.1",NA,"translesion DNA synthesis-associated protein ImuA","imuA",NA,717,238,"old_locus_tag=Bcen2424_6829","Bcen2424_6829-imuA-translesion DNA synthesis-associated protein ImuA"
"Bcen2424_6830","BCEN2424_RS33770","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",44325,45803,"+","WP_041489694.1","WP_041489694.1",NA,"DNA polymerase Y family protein","",NA,1479,492,"old_locus_tag=Bcen2424_6830","Bcen2424_6830--DNA polymerase Y family protein"
"Bcen2424_6831","BCEN2424_RS33775","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",45810,47078,"+","WP_011695099.1","WP_011695099.1",NA,"PHP domain-containing protein","",NA,1269,422,"old_locus_tag=Bcen2424_6831","Bcen2424_6831--PHP domain-containing protein"
"Bcen2424_6832","BCEN2424_RS33780","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",47215,50013,"+","WP_166488173.1","WP_166488173.1",NA,"error-prone DNA polymerase","",NA,2799,932,"old_locus_tag=Bcen2424_6832","Bcen2424_6832--error-prone DNA polymerase"
"Bcen2424_6833","BCEN2424_RS33785","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",50034,51232,"-","WP_166488176.1","WP_166488176.1",NA,"IS3 family transposase","",NA,1200,399,"old_locus_tag=Bcen2424_6833","Bcen2424_6833--IS3 family transposase"
"Bcen2424_6835","BCEN2424_RS33795","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",51305,52426,"-","WP_011695102.1","WP_011695102.1",NA,"site-specific integrase","",NA,1122,373,"old_locus_tag=Bcen2424_6835","Bcen2424_6835--site-specific integrase"
"Bcen2424_6838","BCEN2424_RS36530","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",53864,54343,"+","WP_011695105.1","WP_011695105.1",NA,"IS66 family insertion sequence hypothetical protein","",NA,480,159,"old_locus_tag=Bcen2424_6838","Bcen2424_6838--IS66 family insertion sequence hypothetical protein"
"Bcen2424_6839","BCEN2424_RS33805","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",54324,54674,"+","WP_011695106.1","WP_011695106.1",NA,"IS66 family insertion sequence element accessory protein TnpB","tnpB",NA,351,116,"old_locus_tag=Bcen2424_6839","Bcen2424_6839-tnpB-IS66 family insertion sequence element accessory protein TnpB"
"Bcen2424_6840","BCEN2424_RS33810","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",54708,56264,"+","WP_011695107.1","WP_011695107.1",NA,"IS66 family transposase","",NA,1557,518,"old_locus_tag=Bcen2424_6840","Bcen2424_6840--IS66 family transposase"
"Bcen2424_6843","BCEN2424_RS33820","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",57892,58713,"+","WP_011695110.1","WP_011695110.1",NA,"ATP-binding protein","",NA,822,273,"old_locus_tag=Bcen2424_6843","Bcen2424_6843--ATP-binding protein"
"Bcen2424_6844","BCEN2424_RS33825","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",58808,59419,"-","WP_011695111.1","WP_011695111.1",NA,"TetR/AcrR family transcriptional regulator","",NA,612,203,"old_locus_tag=Bcen2424_6844","Bcen2424_6844--TetR/AcrR family transcriptional regulator"
"Bcen2424_6845","BCEN2424_RS33830","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",59514,60434,"+","WP_011695112.1","WP_011695112.1",NA,"alpha/beta hydrolase","",NA,921,306,"old_locus_tag=Bcen2424_6845","Bcen2424_6845--alpha/beta hydrolase"
"Bcen2424_6846","BCEN2424_RS33835","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",60421,61290,"+","WP_011695113.1","WP_011695113.1",NA,"SDR family NAD(P)-dependent oxidoreductase","",NA,870,289,"old_locus_tag=Bcen2424_6846","Bcen2424_6846--SDR family NAD(P)-dependent oxidoreductase"
"Bcen2424_6847","BCEN2424_RS33840","CDS","without_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",61412,62017,"+","","",NA,"SDR family NAD(P)-dependent oxidoreductase","",NA,606,NA,"partial;pseudo;old_locus_tag=Bcen2424_6847","Bcen2424_6847--SDR family NAD(P)-dependent oxidoreductase"
"Bcen2424_6848","BCEN2424_RS33845","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",62118,63068,"+","WP_011695115.1","WP_011695115.1",NA,"IS481-like element ISBcen26 family transposase","",NA,951,316,"old_locus_tag=Bcen2424_6848","Bcen2424_6848--IS481-like element ISBcen26 family transposase"
