"locusTag"	"RSlocusTag"	"feature"	"class"	"assembly"	"assembly_unit"	"seq_type"	"chromosome"	"genomic_accession"	"start"	"end"	"strand"	"product_accession"	"non.redundant_refseq"	"related_accession"	"name"	"symbol"	"GeneID"	"feature_interval_length"	"product_length"	"attributes"
"Bcen2424_5479"	"BCEN2424_RS27090"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2577101	2578108	"+"	"WP_011548943.1"	"WP_011548943.1"		"cytochrome d ubiquinol oxidase subunit II"	"cydB"		1008	335	"old_locus_tag=Bcen2424_5479"
"Bcen2424_5480"	"BCEN2424_RS27095"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2578080	2578259	"+"	"WP_011548942.1"	"WP_011548942.1"		"hypothetical protein"	""		180	59	"old_locus_tag=Bcen2424_5480"
"Bcen2424_5481"	"BCEN2424_RS27100"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2578382	2578666	"-"	"WP_006480347.1"	"WP_006480347.1"		"helix-turn-helix domain-containing protein"	""		285	94	"old_locus_tag=Bcen2424_5481"
"Bcen2424_5482"	"BCEN2424_RS27105"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2578681	2579997	"-"	"WP_011548941.1"	"WP_011548941.1"		"type II toxin-antitoxin system HipA family toxin"	""		1317	438	"old_locus_tag=Bcen2424_5482"
"Bcen2424_5483"	"BCEN2424_RS27110"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2580118	2580312	"-"	"WP_006480346.1"	"WP_006480346.1"		"YqaE/Pmp3 family membrane protein"	""		195	64	"old_locus_tag=Bcen2424_5483"
"Bcen2424_5484"	"BCEN2424_RS27115"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2580434	2580988	"-"	"WP_011548940.1"	"WP_011548940.1"		"TIGR00725 family protein"	""		555	184	"old_locus_tag=Bcen2424_5484"
"Bcen2424_5485"	"BCEN2424_RS27120"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2580966	2581796	"-"	"WP_011694880.1"	"WP_011694880.1"		"ABC transporter permease subunit"	""		831	276	"old_locus_tag=Bcen2424_5485"
"Bcen2424_5486"	"BCEN2424_RS27125"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2581807	2582895	"-"	"WP_011548938.1"	"WP_011548938.1"		"extracellular solute-binding protein"	""		1089	362	"old_locus_tag=Bcen2424_5486"
"Bcen2424_5487"	"BCEN2424_RS27130"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2582922	2583965	"-"	"WP_011548937.1"	"WP_011548937.1"		"ABC transporter ATP-binding protein"	""		1044	347	"old_locus_tag=Bcen2424_5487"
"Bcen2424_5488"	"BCEN2424_RS27135"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2583973	2584824	"-"	"WP_041489454.1"	"WP_041489454.1"		"ABC transporter permease subunit"	""		852	283	"old_locus_tag=Bcen2424_5488"
"Bcen2424_5489"	"BCEN2424_RS27140"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2584985	2585881	"+"	"WP_011548935.1"	"WP_011548935.1"		"LysR family transcriptional regulator"	""		897	298	"old_locus_tag=Bcen2424_5489"
"Bcen2424_5490"	"BCEN2424_RS27145"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2585987	2587663	"-"	"WP_011694882.1"	"WP_011694882.1"		"sulfatase-like hydrolase/transferase"	""		1677	558	"old_locus_tag=Bcen2424_5490"
"Bcen2424_5491"	"BCEN2424_RS27150"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2587914	2588135	"+"	"WP_011548933.1"	"WP_011548933.1"		"hypothetical protein"	""		222	73	"old_locus_tag=Bcen2424_5491"
"Bcen2424_5492"	"BCEN2424_RS27155"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2588204	2592031	"-"	"WP_011548932.1"	"WP_011548932.1"		"DUF748 domain-containing protein"	""		3828	1275	"old_locus_tag=Bcen2424_5492"
"Bcen2424_5493"	"BCEN2424_RS27160"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2592183	2593619	"-"	"WP_011548931.1"	"WP_011548931.1"		"DUF1254 domain-containing protein"	""		1437	478	"old_locus_tag=Bcen2424_5493"
"Bcen2424_5494"	"BCEN2424_RS27165"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2594086	2597151	"+"	"WP_011548930.1"	"WP_011548930.1"		"copper-translocating P-type ATPase"	""		3066	1021	"old_locus_tag=Bcen2424_5494"
"Bcen2424_5495"	"BCEN2424_RS27170"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2597355	2597834	"-"	"WP_011548929.1"	"WP_011548929.1"		"GNAT family N-acetyltransferase"	""		480	159	"old_locus_tag=Bcen2424_5495"
"Bcen2424_5496"	"BCEN2424_RS37165"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2597954	2598109	"-"	"WP_011548928.1"	"WP_011548928.1"		"hypothetical protein"	""		156	51	"old_locus_tag=Bcen2424_5496"
"Bcen2424_5497"	"BCEN2424_RS27175"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2598284	2599696	"-"	"WP_041489649.1"	"WP_041489649.1"		"hypothetical protein"	""		1413	470	"old_locus_tag=Bcen2424_5497"
"Bcen2424_5498"	"BCEN2424_RS27180"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2599802	2600500	"-"	"WP_011548926.1"	"WP_011548926.1"		"methyltransferase"	""		699	232	"old_locus_tag=Bcen2424_5498"
"Bcen2424_5499"	"BCEN2424_RS27185"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2600616	2601725	"+"	"WP_027812333.1"	"WP_027812333.1"		"N-acylglucosamine 2-epimerase"	""		1110	369	"old_locus_tag=Bcen2424_5499"
"Bcen2424_5500"	"BCEN2424_RS27190"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2601698	2603317	"-"	"WP_011548924.1"	"WP_011548924.1"		"HAMP domain-containing protein"	""		1620	539	"old_locus_tag=Bcen2424_5500"
"Bcen2424_5501"	"BCEN2424_RS27195"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2603595	2604038	"+"	"WP_006480333.1"	"WP_006480333.1"		"PaaI family thioesterase"	""		444	147	"old_locus_tag=Bcen2424_5501"
"Bcen2424_5502"	"BCEN2424_RS27200"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2604081	2604299	"-"	"WP_011548923.1"	"WP_011548923.1"		"type II toxin-antitoxin system RelE/ParE family toxin"	""		219	72	"old_locus_tag=Bcen2424_5502"
"BCEN2424_RS27205"	"BCEN2424_RS27205"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2604347	2604582	"-"	""	""		"plasmid stabilization protein"	""		236		"pseudo"
"Bcen2424_5504"	"BCEN2424_RS27210"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2604711	2605763	"-"	"WP_011548921.1"	"WP_011548921.1"		"CoA transferase"	""		1053	350	"old_locus_tag=Bcen2424_5504"
"Bcen2424_5505"	"BCEN2424_RS27215"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2605989	2607083	"+"	"WP_078041952.1"	"WP_078041952.1"		"IS5 family transposase"	""		1095	364	"old_locus_tag=Bcen2424_5505"
"Bcen2424_5506"	"BCEN2424_RS27220"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2607243	2608007	"-"	"WP_011694884.1"	"WP_011694884.1"		"helix-turn-helix domain-containing protein"	""		765	254	"old_locus_tag=Bcen2424_5506"
"Bcen2424_5507"	"BCEN2424_RS27225"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2608142	2608924	"+"	"WP_011548919.1"	"WP_011548919.1"		"crotonase/enoyl-CoA hydratase family protein"	""		783	260	"old_locus_tag=Bcen2424_5507"
"Bcen2424_5508"	"BCEN2424_RS27230"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2609005	2610225	"+"	"WP_011548918.1"	"WP_011548918.1"		"CoA transferase"	""		1221	406	"old_locus_tag=Bcen2424_5508"
"Bcen2424_5509"	"BCEN2424_RS27235"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2610222	2611019	"+"	"WP_011548917.1"	"WP_011548917.1"		"enoyl-CoA hydratase"	""		798	265	"old_locus_tag=Bcen2424_5509"
"Bcen2424_5510"	"BCEN2424_RS27240"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2611101	2612153	"+"	"WP_011548916.1"	"WP_011548916.1"		"porin"	""		1053	350	"old_locus_tag=Bcen2424_5510"
"Bcen2424_5511"	"BCEN2424_RS27245"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2612164	2613483	"+"	"WP_011548915.1"	"WP_011548915.1"		"MFS transporter"	""		1320	439	"old_locus_tag=Bcen2424_5511"
"Bcen2424_5512"	"BCEN2424_RS27250"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2613521	2614675	"+"	"WP_011694885.1"	"WP_011694885.1"		"acyl-CoA dehydrogenase"	""		1155	384	"old_locus_tag=Bcen2424_5512"
"Bcen2424_5513"	"BCEN2424_RS27255"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2614714	2615652	"+"	"WP_011548914.1"	"WP_011548914.1"		"alpha/beta hydrolase"	""		939	312	"old_locus_tag=Bcen2424_5513"
"Bcen2424_5514"	"BCEN2424_RS27260"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2615711	2616901	"-"	"WP_011548913.1"	"WP_011548913.1"		"2-methylaconitate cis-trans isomerase PrpF"	"prpF"		1191	396	"old_locus_tag=Bcen2424_5514"
"Bcen2424_5515"	"BCEN2424_RS27265"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2616928	2619522	"-"	"WP_011548912.1"	"WP_011548912.1"		"Fe/S-dependent 2-methylisocitrate dehydratase AcnD"	"acnD"		2595	864	"old_locus_tag=Bcen2424_5515"
"Bcen2424_5516"	"BCEN2424_RS27270"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2619604	2620776	"-"	"WP_006480321.1"	"WP_006480321.1"		"2-methylcitrate synthase"	"prpC"		1173	390	"old_locus_tag=Bcen2424_5516"
"Bcen2424_5517"	"BCEN2424_RS27275"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2620817	2621710	"-"	"WP_006480320.1"	"WP_006480320.1"		"methylisocitrate lyase"	"prpB"		894	297	"old_locus_tag=Bcen2424_5517"
"Bcen2424_5518"	"BCEN2424_RS27280"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2621881	2623869	"+"	"WP_011548911.1"	"WP_011548911.1"		"propionate catabolism operon regulatory protein PrpR"	"prpR"		1989	662	"old_locus_tag=Bcen2424_5518"
"Bcen2424_5519"	"BCEN2424_RS27285"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2623892	2624551	"-"	"WP_011548910.1"	"WP_011548910.1"		"hypothetical protein"	""		660	219	"old_locus_tag=Bcen2424_5519"
"Bcen2424_5520"	"BCEN2424_RS27290"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2624806	2625189	"+"	"WP_011548909.1"	"WP_011548909.1"		"VOC family protein"	""		384	127	"old_locus_tag=Bcen2424_5520"
"Bcen2424_5521"	"BCEN2424_RS27295"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2625379	2626227	"-"	"WP_011548908.1"	"WP_011548908.1"		"fumarylacetoacetate hydrolase family protein"	""		849	282	"old_locus_tag=Bcen2424_5521"
"Bcen2424_5523"	"BCEN2424_RS27305"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2626888	2627709	"+"	"WP_006480315.1"	"WP_006480315.1"		"IclR family transcriptional regulator"	""		822	273	"old_locus_tag=Bcen2424_5523"
"Bcen2424_5524"	"BCEN2424_RS27310"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2627884	2628435	"+"	"WP_011548905.1"	"WP_011548905.1"		"hypothetical protein"	""		552	183	"old_locus_tag=Bcen2424_5524"
"Bcen2424_5525"	"BCEN2424_RS27315"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2629100	2631457	"-"	"WP_011548904.1"	"WP_011548904.1"		"GNAT family N-acetyltransferase"	""		2358	785	"old_locus_tag=Bcen2424_5525"
"Bcen2424_5527"	"BCEN2424_RS27320"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2632037	2632342	"-"	"WP_011548903.1"	"WP_011548903.1"		"H-NS histone family protein"	""		306	101	"old_locus_tag=Bcen2424_5527"
"BCEN2424_RS27325"	"BCEN2424_RS27325"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2632446	2632718	"-"	"WP_011548902.1"	"WP_011548902.1"		"hypothetical protein"	""		273	90	""
"Bcen2424_5528"	"BCEN2424_RS27330"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2632780	2633316	"-"	"WP_011548901.1"	"WP_011548901.1"		"BON domain-containing protein"	""		537	178	"old_locus_tag=Bcen2424_5528"
"Bcen2424_5529"	"BCEN2424_RS27335"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2633371	2634858	"-"	"WP_011548900.1"	"WP_011548900.1"		"sigma-54-dependent Fis family transcriptional regulator"	""		1488	495	"old_locus_tag=Bcen2424_5529"
"Bcen2424_5530"	"BCEN2424_RS27340"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2635185	2636588	"+"	"WP_011548899.1"	"WP_011548899.1"		"GntP family permease"	""		1404	467	"old_locus_tag=Bcen2424_5530"
"Bcen2424_5531"	"BCEN2424_RS27345"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2636934	2637185	"+"	"WP_011694888.1"	"WP_011694888.1"		"DUF4148 domain-containing protein"	""		252	83	"old_locus_tag=Bcen2424_5531"
"Bcen2424_5532"	"BCEN2424_RS27350"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2637225	2638820	"-"	"WP_011694872.1"	"WP_011694872.1"		"thioredoxin fold domain-containing protein"	""		1596	531	"old_locus_tag=Bcen2424_5532"
"Bcen2424_5533"	"BCEN2424_RS27355"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2639081	2639581	"-"	"WP_011548896.1"	"WP_011548896.1"		"GNAT family N-acetyltransferase"	""		501	166	"old_locus_tag=Bcen2424_5533"
"Bcen2424_5534"	"BCEN2424_RS27360"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2640174	2642507	"+"	"WP_011548894.1"	"WP_011548894.1"		"phospholipase C, phosphocholine-specific"	""		2334	777	"old_locus_tag=Bcen2424_5534"
"Bcen2424_5535"	"BCEN2424_RS27365"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2642778	2643047	"+"	"WP_006480304.1"	"WP_006480304.1"		"hypothetical protein"	""		270	89	"old_locus_tag=Bcen2424_5535"
"Bcen2424_5536"	"BCEN2424_RS27370"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2643202	2644194	"+"	"WP_011548893.1"	"WP_011548893.1"		"membrane protein"	""		993	330	"old_locus_tag=Bcen2424_5536"
"Bcen2424_5537"	"BCEN2424_RS27375"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2644249	2645721	"-"	"WP_027810513.1"	"WP_027810513.1"		"OprD family porin"	""		1473	490	"old_locus_tag=Bcen2424_5537"
"Bcen2424_5538"	"BCEN2424_RS27380"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2645889	2646908	"-"	"WP_011548891.1"	"WP_011548891.1"		"ATP-binding cassette domain-containing protein"	""		1020	339	"old_locus_tag=Bcen2424_5538"
"Bcen2424_5539"	"BCEN2424_RS27385"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2646905	2647897	"-"	"WP_011548890.1"	"WP_011548890.1"		"ABC transporter ATP-binding protein"	""		993	330	"old_locus_tag=Bcen2424_5539"
"Bcen2424_5540"	"BCEN2424_RS27390"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2647899	2648801	"-"	"WP_011548889.1"	"WP_011548889.1"		"ABC transporter permease subunit"	""		903	300	"old_locus_tag=Bcen2424_5540"
"Bcen2424_5541"	"BCEN2424_RS27395"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2648815	2649753	"-"	"WP_006480299.1"	"WP_006480299.1"		"ABC transporter permease subunit"	""		939	312	"old_locus_tag=Bcen2424_5541"
"Bcen2424_5542"	"BCEN2424_RS27400"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2649765	2651378	"-"	"WP_006480298.1"	"WP_006480298.1"		"peptide ABC transporter substrate-binding protein"	""		1614	537	"old_locus_tag=Bcen2424_5542"
"Bcen2424_5543"	"BCEN2424_RS27405"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2651558	2652136	"-"	"WP_011548888.1"	"WP_011548888.1"		"cupin domain-containing protein"	""		579	192	"old_locus_tag=Bcen2424_5543"
"Bcen2424_5544"	"BCEN2424_RS27410"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2652634	2654154	"+"	"WP_011548887.1"	"WP_011548887.1"		"MFS transporter"	""		1521	506	"old_locus_tag=Bcen2424_5544"
"Bcen2424_5545"	"BCEN2424_RS27415"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2654275	2654481	"+"	"WP_011694889.1"	"WP_011694889.1"		"hypothetical protein"	""		207	68	"old_locus_tag=Bcen2424_5545"
"Bcen2424_5546"	"BCEN2424_RS27420"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2654525	2655649	"-"	"WP_011548886.1"	"WP_011548886.1"		"OpgC domain-containing protein"	""		1125	374	"old_locus_tag=Bcen2424_5546"
"Bcen2424_5547"	"BCEN2424_RS27425"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2656078	2656977	"-"	"WP_011548885.1"	"WP_011548885.1"		"EamA family transporter RarD"	"rarD"		900	299	"old_locus_tag=Bcen2424_5547"
"Bcen2424_5548"	"BCEN2424_RS27430"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2656996	2657292	"-"	"WP_006480292.1"	"WP_006480292.1"		"acylphosphatase"	""		297	98	"old_locus_tag=Bcen2424_5548"
"Bcen2424_5549"	"BCEN2424_RS27435"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2657445	2658452	"+"	"WP_011353724.1"	"WP_011353724.1"		"NAD-dependent epimerase/dehydratase family protein"	""		1008	335	"old_locus_tag=Bcen2424_5549"
"Bcen2424_5550"	"BCEN2424_RS27440"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2658561	2659964	"+"	"WP_011548883.1"	"WP_011548883.1"		"hypothetical protein"	""		1404	467	"old_locus_tag=Bcen2424_5550"
"Bcen2424_5551"	"BCEN2424_RS27445"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2660080	2661267	"-"	"WP_011548882.1"	"WP_011548882.1"		"glycosyltransferase"	""		1188	395	"old_locus_tag=Bcen2424_5551"
"Bcen2424_5552"	"BCEN2424_RS27450"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2661670	2662611	"+"	"WP_011548881.1"	"WP_011548881.1"		"4-hydroxy-3-methylbut-2-enyl diphosphate reductase"	"ispH"		942	313	"old_locus_tag=Bcen2424_5552"
"Bcen2424_5553"	"BCEN2424_RS27455"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2662624	2663784	"+"	"WP_011548880.1"	"WP_011548880.1"		"adenosyl-hopene transferase HpnH"	"hpnH"		1161	386	"old_locus_tag=Bcen2424_5553"
"Bcen2424_5554"	"BCEN2424_RS27460"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2663942	2664202	"-"	"WP_006485063.1"	"WP_006485063.1"		"hypothetical protein"	""		261	86	"old_locus_tag=Bcen2424_5554"
"Bcen2424_5555"	"BCEN2424_RS27465"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2664368	2664847	"-"	"WP_011548879.1"	"WP_011548879.1"		"hypothetical protein"	""		480	159	"old_locus_tag=Bcen2424_5555"
"Bcen2424_5556"	"BCEN2424_RS27475"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2665071	2665448	"-"	"WP_011548878.1"	"WP_011548878.1"		"hypothetical protein"	""		378	125	"old_locus_tag=Bcen2424_5556"
"Bcen2424_5557"	"BCEN2424_RS27480"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2665937	2666290	"+"	"WP_011548877.1"	"WP_011548877.1"		"DOPA 4,5-dioxygenase family protein"	""		354	117	"old_locus_tag=Bcen2424_5557"
"Bcen2424_5558"	"BCEN2424_RS27485"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2666409	2666849	"+"	"WP_011548876.1"	"WP_011548876.1"		"SnoaL-like domain-containing protein"	""		441	146	"old_locus_tag=Bcen2424_5558"
"Bcen2424_5559"	"BCEN2424_RS27490"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2666846	2668252	"+"	"WP_011548875.1"	"WP_011548875.1"		"MFS transporter"	""		1407	468	"old_locus_tag=Bcen2424_5559"
"Bcen2424_5560"	"BCEN2424_RS27495"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2668316	2668936	"-"	"WP_006480281.1"	"WP_006480281.1"		"hemolysin III family protein"	""		621	206	"old_locus_tag=Bcen2424_5560"
"BCEN2424_RS27500"	"BCEN2424_RS27500"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2669144	2669350	"-"	"WP_006480280.1"	"WP_006480280.1"		"YbdD/YjiX family protein"	""		207	68	""
"Bcen2424_5561"	"BCEN2424_RS27505"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2669363	2671441	"-"	"WP_011548874.1"	"WP_011548874.1"		"carbon starvation protein A"	""		2079	692	"old_locus_tag=Bcen2424_5561"
"Bcen2424_5562"	"BCEN2424_RS27510"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2671732	2672991	"+"	"WP_011544750.1"	"WP_011544750.1"		"IS256 family transposase"	""		1260	419	"old_locus_tag=Bcen2424_5562"
"Bcen2424_5563"	"BCEN2424_RS36110"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2673313	2673600	"-"	"WP_011548873.1"	"WP_011548873.1"		"DUF2384 domain-containing protein"	""		288	95	"old_locus_tag=Bcen2424_5563"
"Bcen2424_5564"	"BCEN2424_RS27515"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2674243	2674929	"-"	"WP_011694890.1"	"WP_011694890.1"		"hypothetical protein"	""		687	228	"old_locus_tag=Bcen2424_5564"
"Bcen2424_5565"	"BCEN2424_RS36115"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2675070	2675315	"+"	"WP_011548870.1"	"WP_011548870.1"		"helix-turn-helix transcriptional regulator"	""		246	81	"old_locus_tag=Bcen2424_5565"
"Bcen2424_5566"	"BCEN2424_RS27520"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2675387	2675986	"-"	"WP_011548869.1"	"WP_011548869.1"		"hypothetical protein"	""		600	199	"old_locus_tag=Bcen2424_5566"
