# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2172925	2175354	-					pbpC		BCEN2424_RS25360	2430		old_locus_tag=Bcen2424_5133
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2172925	2175354	-	WP_011694828.1	WP_011694828.1		penicillin-binding protein 1C	pbpC		BCEN2424_RS25360	2430	809	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2175400	2181402	-							BCEN2424_RS25365	6003		old_locus_tag=Bcen2424_5134
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2175400	2181402	-	WP_011547051.1	WP_011547051.1		alpha-2-macroglobulin family protein			BCEN2424_RS25365	6003	2000	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2181716	2182768	-							BCEN2424_RS25370	1053		old_locus_tag=Bcen2424_5135
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2181716	2182768	-	WP_041489668.1	WP_041489668.1		transposase			BCEN2424_RS25370	1053	350	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2182873	2184126	+							BCEN2424_RS25375	1254		old_locus_tag=Bcen2424_5136
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2182873	2184126	+	WP_041489466.1	WP_041489466.1		lipoprotein-releasing ABC transporter permease subunit			BCEN2424_RS25375	1254	417	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2184162	2185007	-							BCEN2424_RS25380	846		old_locus_tag=Bcen2424_5137
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2184162	2185007	-	WP_011547047.1	WP_011547047.1		hypothetical protein			BCEN2424_RS25380	846	281	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2185523	2187493	+							BCEN2424_RS25385	1971		old_locus_tag=Bcen2424_5138
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2185523	2187493	+	WP_011694830.1	WP_011694830.1		Xaa-Pro dipeptidyl-peptidase			BCEN2424_RS25385	1971	656	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2187626	2187994	+							BCEN2424_RS25390	369		old_locus_tag=Bcen2424_5139
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2187626	2187994	+	WP_011547045.1	WP_011547045.1		NUDIX hydrolase			BCEN2424_RS25390	369	122	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2188016	2188945	-							BCEN2424_RS25395	930		old_locus_tag=Bcen2424_5140
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2188016	2188945	-	WP_011547044.1	WP_011547044.1		2-hydroxyacid dehydrogenase			BCEN2424_RS25395	930	309	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2189113	2190036	+							BCEN2424_RS25400	924		old_locus_tag=Bcen2424_5141
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2189113	2190036	+	WP_006493662.1	WP_006493662.1		ABC transporter substrate-binding protein			BCEN2424_RS25400	924	307	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2190033	2191211	+							BCEN2424_RS25405	1179		old_locus_tag=Bcen2424_5142
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2190033	2191211	+	WP_011547043.1	WP_011547043.1		ABC transporter permease			BCEN2424_RS25405	1179	392	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2191208	2192161	+							BCEN2424_RS25410	954		old_locus_tag=Bcen2424_5143
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2191208	2192161	+	WP_011547042.1	WP_011547042.1		ABC transporter ATP-binding protein			BCEN2424_RS25410	954	317	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2192158	2192925	+							BCEN2424_RS25415	768		old_locus_tag=Bcen2424_5144
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2192158	2192925	+	WP_011547041.1	WP_011547041.1		ABC transporter permease			BCEN2424_RS25415	768	255	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2192958	2193353	+					arr		BCEN2424_RS25420	396		old_locus_tag=Bcen2424_5145
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2192958	2193353	+	WP_011547040.1	WP_011547040.1		NAD(+)--rifampin ADP-ribosyltransferase	arr		BCEN2424_RS25420	396	131	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2193627	2194313	+							BCEN2424_RS25425	687		old_locus_tag=Bcen2424_5146
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2193627	2194313	+	WP_011547039.1	WP_011547039.1		lytic transglycosylase domain-containing protein			BCEN2424_RS25425	687	228	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2194414	2194854	-							BCEN2424_RS25430	441		old_locus_tag=Bcen2424_5147
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2194414	2194854	-	WP_011547038.1	WP_011547038.1		dihydroneopterin aldolase			BCEN2424_RS25430	441	146	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2194851	2195483	-							BCEN2424_RS25435	633		old_locus_tag=Bcen2424_5148
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2194851	2195483	-	WP_011547037.1	WP_011547037.1		sarcosine oxidase subunit gamma			BCEN2424_RS25435	633	210	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2195473	2198484	-							BCEN2424_RS25440	3012		old_locus_tag=Bcen2424_5149
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2195473	2198484	-	WP_011547036.1	WP_011547036.1		sarcosine oxidase subunit alpha family protein			BCEN2424_RS25440	3012	1003	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2198481	2198780	-							BCEN2424_RS25445	300		old_locus_tag=Bcen2424_5150
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2198481	2198780	-	WP_011547035.1	WP_011547035.1		sarcosine oxidase subunit delta			BCEN2424_RS25445	300	99	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2198802	2200046	-							BCEN2424_RS25450	1245		old_locus_tag=Bcen2424_5151
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2198802	2200046	-	WP_006480591.1	WP_006480591.1		sarcosine oxidase subunit beta family protein			BCEN2424_RS25450	1245	414	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2200061	2201446	-							BCEN2424_RS25455	1386		old_locus_tag=Bcen2424_5152
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2200061	2201446	-	WP_011694831.1	WP_011694831.1		L-serine ammonia-lyase			BCEN2424_RS25455	1386	461	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2201733	2202806	+							BCEN2424_RS25460	1074		old_locus_tag=Bcen2424_5153
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2201733	2202806	+	WP_041489669.1	WP_041489669.1		GlxA family transcriptional regulator			BCEN2424_RS25460	1074	357	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2202997	2203701	+							BCEN2424_RS25465	705		old_locus_tag=Bcen2424_5154
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2202997	2203701	+	WP_006480587.1	WP_006480587.1		FadR family transcriptional regulator			BCEN2424_RS25465	705	234	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2203760	2204650	+							BCEN2424_RS25470	891		old_locus_tag=Bcen2424_5155
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2203760	2204650	+	WP_011547031.1	WP_011547031.1		NAD-binding protein			BCEN2424_RS25470	891	296	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2204670	2205971	+							BCEN2424_RS25475	1302		old_locus_tag=Bcen2424_5156
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2204670	2205971	+	WP_011547030.1	WP_011547030.1		four-carbon acid sugar kinase family protein			BCEN2424_RS25475	1302	433	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2205968	2206606	+							BCEN2424_RS25480	639		old_locus_tag=Bcen2424_5157
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2205968	2206606	+	WP_011547029.1	WP_011547029.1		aldolase			BCEN2424_RS25480	639	212	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2206738	2208063	+							BCEN2424_RS25485	1326		old_locus_tag=Bcen2424_5158
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2206738	2208063	+	WP_011694833.1	WP_011694833.1		MFS transporter			BCEN2424_RS25485	1326	441	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2208139	2208915	+							BCEN2424_RS25490	777		old_locus_tag=Bcen2424_5159
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2208139	2208915	+	WP_011547027.1	WP_011547027.1		hydroxypyruvate isomerase family protein			BCEN2424_RS25490	777	258	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2208944	2209915	+							BCEN2424_RS25495	972		old_locus_tag=Bcen2424_5160
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2208944	2209915	+	WP_011694834.1	WP_011694834.1		SDR family oxidoreductase			BCEN2424_RS25495	972	323	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2210147	2210422	-							BCEN2424_RS25500	276		old_locus_tag=Bcen2424_5161
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2210147	2210422	-	WP_011694835.1	WP_011694835.1		DUF4148 domain-containing protein			BCEN2424_RS25500	276	91	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2210494	2210838	-							BCEN2424_RS25505	345		old_locus_tag=Bcen2424_5162
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2210494	2210838	-	WP_041489464.1	WP_041489464.1		DUF4148 domain-containing protein			BCEN2424_RS25505	345	114	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2211057	2211746	+							BCEN2424_RS25510	690		old_locus_tag=Bcen2424_5163
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2211057	2211746	+	WP_011547023.1	WP_011547023.1		aspartyl/asparaginyl beta-hydroxylase domain-containing protein			BCEN2424_RS25510	690	229	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2211876	2212145	+							BCEN2424_RS25515	270		old_locus_tag=Bcen2424_5164
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2211876	2212145	+	WP_011547022.1	WP_011547022.1		MoaD/ThiS family protein			BCEN2424_RS25515	270	89	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2212221	2213369	+							BCEN2424_RS25520	1149		old_locus_tag=Bcen2424_5165
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2212221	2213369	+	WP_041489355.1	WP_041489355.1		hypothetical protein			BCEN2424_RS25520	1149	382	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2213451	2214374	-							BCEN2424_RS25525	924		old_locus_tag=Bcen2424_5166
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2213451	2214374	-	WP_011547020.1	WP_011547020.1		LysR family transcriptional regulator			BCEN2424_RS25525	924	307	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2214521	2214946	+							BCEN2424_RS25530	426		old_locus_tag=Bcen2424_5167
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2214521	2214946	+	WP_011547019.1	WP_011547019.1		PACE efflux transporter			BCEN2424_RS25530	426	141	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2214956	2215582	-							BCEN2424_RS25535	627		old_locus_tag=Bcen2424_5168
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2214956	2215582	-	WP_011547018.1	WP_011547018.1		trimeric intracellular cation channel family protein			BCEN2424_RS25535	627	208	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2215877	2216824	-							BCEN2424_RS25540	948		old_locus_tag=Bcen2424_5169
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2215877	2216824	-	WP_006480573.1	WP_006480573.1		choline ABC transporter substrate-binding protein			BCEN2424_RS25540	948	315	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2216929	2217927	-							BCEN2424_RS25545	999		old_locus_tag=Bcen2424_5170
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2216929	2217927	-	WP_027808672.1	WP_027808672.1		GlxA family transcriptional regulator			BCEN2424_RS25545	999	332	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2218033	2218929	-					choW		BCEN2424_RS25550	897		old_locus_tag=Bcen2424_5171
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2218033	2218929	-	WP_011547015.1	WP_011547015.1		choline ABC transporter permease subunit	choW		BCEN2424_RS25550	897	298	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2218922	2220019	-							BCEN2424_RS25555	1098		old_locus_tag=Bcen2424_5172
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2218922	2220019	-	WP_077177926.1	WP_077177926.1		glycine betaine/L-proline ABC transporter ATP-binding protein			BCEN2424_RS25555	1098	365	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2220698	2224072	+							BCEN2424_RS25560	3375		old_locus_tag=Bcen2424_5173
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2220698	2224072	+	WP_011694836.1	WP_011694836.1		DUF2339 domain-containing protein			BCEN2424_RS25560	3375	1124	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2224069	2225427	+							BCEN2424_RS25565	1359		old_locus_tag=Bcen2424_5174
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2224069	2225427	+	WP_011694837.1	WP_011694837.1		DUF3999 domain-containing protein			BCEN2424_RS25565	1359	452	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2225599	2226387	-							BCEN2424_RS25570	789		old_locus_tag=Bcen2424_5175
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2225599	2226387	-	WP_011694838.1	WP_011694838.1		GNAT family N-acetyltransferase			BCEN2424_RS25570	789	262	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2226681	2226986	+							BCEN2424_RS25575	306		old_locus_tag=Bcen2424_5176
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2226681	2226986	+	WP_011547011.1	WP_011547011.1		NIPSNAP family protein			BCEN2424_RS25575	306	101	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2227297	2227947	+							BCEN2424_RS25580	651		old_locus_tag=Bcen2424_5177
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2227297	2227947	+	WP_012339459.1	WP_012339459.1		NAD(P)H-dependent oxidoreductase			BCEN2424_RS25580	651	216	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2228181	2228399	+							BCEN2424_RS25585	219		old_locus_tag=Bcen2424_5178
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2228181	2228399	+	WP_006480563.1	WP_006480563.1		hypothetical protein			BCEN2424_RS25585	219	72	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2228712	2228918	-							BCEN2424_RS35995	207		
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2228712	2228918	-	WP_077179465.1	WP_077179465.1		DUF2188 domain-containing protein			BCEN2424_RS35995	207	68	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2228948	2229253	-							BCEN2424_RS36000	306		old_locus_tag=Bcen2424_5179
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2228948	2229253	-	WP_011547010.1	WP_011547010.1		DUF3892 domain-containing protein			BCEN2424_RS36000	306	101	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2229467	2229790	+							BCEN2424_RS25590	324		old_locus_tag=Bcen2424_5180
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2229467	2229790	+	WP_011547009.1	WP_011547009.1		helix-turn-helix transcriptional regulator			BCEN2424_RS25590	324	107	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2229783	2230670	+							BCEN2424_RS25595	888		old_locus_tag=Bcen2424_5181
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2229783	2230670	+	WP_011547008.1	WP_011547008.1		ImmA/IrrE family metallo-endopeptidase			BCEN2424_RS25595	888	295	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2230719	2231345	+							BCEN2424_RS25600	627		old_locus_tag=Bcen2424_5182
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2230719	2231345	+	WP_011547007.1	WP_011547007.1		hypothetical protein			BCEN2424_RS25600	627	208	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2232240	2233604	-							BCEN2424_RS25610	1365		old_locus_tag=Bcen2424_5184
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2232240	2233604	-	WP_011694841.1	WP_011694841.1		FAD-dependent oxidoreductase			BCEN2424_RS25610	1365	454	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2234715	2236040	+							BCEN2424_RS25615	1326		old_locus_tag=Bcen2424_5185
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2234715	2236040	+	WP_011547004.1	WP_011547004.1		MFS transporter			BCEN2424_RS25615	1326	441	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2236192	2236836	-							BCEN2424_RS25620	645		old_locus_tag=Bcen2424_5186
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2236192	2236836	-	WP_011547003.1	WP_011547003.1		response regulator transcription factor			BCEN2424_RS25620	645	214	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2236829	2238727	-							BCEN2424_RS25625	1899		old_locus_tag=Bcen2424_5187
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2236829	2238727	-	WP_011547002.1	WP_011547002.1		PAS domain-containing sensor histidine kinase			BCEN2424_RS25625	1899	632	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2238767	2239141	-							BCEN2424_RS25630	375		old_locus_tag=Bcen2424_5188
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2238767	2239141	-	WP_012339456.1	WP_012339456.1		response regulator			BCEN2424_RS25630	375	124	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2239402	2240433	-							BCEN2424_RS25635	1032		old_locus_tag=Bcen2424_5189
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2239402	2240433	-	WP_012339455.1	WP_012339455.1		LysR family transcriptional regulator			BCEN2424_RS25635	1032	343	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2241018	2241389	-							BCEN2424_RS36010	372		old_locus_tag=Bcen2424_5191
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2241018	2241389	-	WP_011546999.1	WP_011546999.1		BON domain-containing protein			BCEN2424_RS36010	372	123	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2241662	2242096	+							BCEN2424_RS25640	435		old_locus_tag=Bcen2424_5192
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2241662	2242096	+	WP_011546998.1	WP_011546998.1		hypothetical protein			BCEN2424_RS25640	435	144	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2242770	2244068	-							BCEN2424_RS25645	1299		old_locus_tag=Bcen2424_5193
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2242770	2244068	-	WP_011546997.1	WP_011546997.1		cytochrome c			BCEN2424_RS25645	1299	432	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2244084	2246318	-							BCEN2424_RS25650	2235		old_locus_tag=Bcen2424_5194
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2244084	2246318	-	WP_011546996.1	WP_011546996.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			BCEN2424_RS25650	2235	744	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2246320	2246775	-							BCEN2424_RS25655	456		old_locus_tag=Bcen2424_5195
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2246320	2246775	-	WP_011546995.1	WP_011546995.1		(2Fe-2S)-binding protein			BCEN2424_RS25655	456	151	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2247386	2249074	+							BCEN2424_RS25660	1689		old_locus_tag=Bcen2424_5196
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2247386	2249074	+	WP_011546994.1	WP_011546994.1		FAD-dependent oxidoreductase			BCEN2424_RS25660	1689	562	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2249398	2250492	-							BCEN2424_RS25665	1095		old_locus_tag=Bcen2424_5197
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2249398	2250492	-	WP_011546993.1	WP_011546993.1		LysR family transcriptional regulator			BCEN2424_RS25665	1095	364	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2250695	2251528	-							BCEN2424_RS25670	834		old_locus_tag=Bcen2424_5198
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2250695	2251528	-	WP_011546992.1	WP_011546992.1		alpha/beta hydrolase			BCEN2424_RS25670	834	277	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2251631	2253817	-					katG		BCEN2424_RS25675	2187		old_locus_tag=Bcen2424_5199
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2251631	2253817	-	WP_011546991.1	WP_011546991.1		catalase/peroxidase HPI	katG		BCEN2424_RS25675	2187	728	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2254263	2254982	-							BCEN2424_RS25680	720		old_locus_tag=Bcen2424_5200
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2254263	2254982	-	WP_011546990.1	WP_011546990.1		hypothetical protein			BCEN2424_RS25680	720	239	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2255382	2255804	-							BCEN2424_RS36015	423		old_locus_tag=Bcen2424_5201
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2255382	2255804	-	WP_166488168.1	WP_166488168.1		hypothetical protein			BCEN2424_RS36015	423	140	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2256366	2257346	+							BCEN2424_RS25685	981		old_locus_tag=Bcen2424_5202
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2256366	2257346	+	WP_012339453.1	WP_012339453.1		GlxA family transcriptional regulator			BCEN2424_RS25685	981	326	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2257929	2258468	-							BCEN2424_RS25695	540		old_locus_tag=Bcen2424_5204
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2257929	2258468	-	WP_011546986.1	WP_011546986.1		alkylhydroperoxidase			BCEN2424_RS25695	540	179	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2258588	2259787	-							BCEN2424_RS25700	1200		old_locus_tag=Bcen2424_5205
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2258588	2259787	-	WP_011694847.1	WP_011694847.1		MFS transporter			BCEN2424_RS25700	1200	399	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2259849	2260607	-							BCEN2424_RS25705	759		old_locus_tag=Bcen2424_5206
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2259849	2260607	-	WP_011546984.1	WP_011546984.1		SDR family NAD(P)-dependent oxidoreductase			BCEN2424_RS25705	759	252	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2260797	2261612	-							BCEN2424_RS25710	816		old_locus_tag=Bcen2424_5207
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2260797	2261612	-	WP_011546983.1	WP_011546983.1		alpha/beta hydrolase			BCEN2424_RS25710	816	271	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2261694	2262644	-							BCEN2424_RS25715	951		old_locus_tag=Bcen2424_5208
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2261694	2262644	-	WP_011546982.1	WP_011546982.1		GlxA family transcriptional regulator			BCEN2424_RS25715	951	316	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	2263254	2264066	-							BCEN2424_RS25720	813		old_locus_tag=Bcen2424_5209
