# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1992881	1993246	+	ABK11717.1			copper resistance protein CopC			Bcen2424_4983	366	121	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1993336	1993782	+							Bcen2424_4984	447		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1993336	1993782	+	ABK11718.1			protein of unknown function DUF461			Bcen2424_4984	447	148	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1993812	1993985	+							Bcen2424_4985	174		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1993812	1993985	+	ABK11719.1			conserved hypothetical protein			Bcen2424_4985	174	57	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1994079	1994708	+							Bcen2424_4986	630		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1994079	1994708	+	ABK11720.1			Lysine exporter protein (LYSE/YGGA)			Bcen2424_4986	630	209	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1994724	1996037	-							Bcen2424_4987	1314		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1994724	1996037	-	ABK11721.1			serine/threonine protein kinase			Bcen2424_4987	1314	437	
gene	tRNA	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1996181	1996265	+							Bcen2424_R0076	85		
tRNA		GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1996181	1996265	+				tRNA-Leu			Bcen2424_R0076	85		
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1996340	1997212	-							Bcen2424_4988	873		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1996340	1997212	-	ABK11722.1			transcriptional regulator, LysR family			Bcen2424_4988	873	290	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1997268	1998593	+							Bcen2424_4989	1326		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1997268	1998593	+	ABK11723.1			major facilitator superfamily MFS_1			Bcen2424_4989	1326	441	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1998670	1999917	-							Bcen2424_4990	1248		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1998670	1999917	-	ABK11724.1			major facilitator superfamily MFS_1			Bcen2424_4990	1248	415	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1999940	2001451	-							Bcen2424_4991	1512		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1999940	2001451	-	ABK11725.1			PepSY-associated TM helix domain protein			Bcen2424_4991	1512	503	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2001453	2001716	-							Bcen2424_4992	264		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2001453	2001716	-	ABK11726.1			conserved hypothetical protein			Bcen2424_4992	264	87	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2001716	2003932	-							Bcen2424_4993	2217		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2001716	2003932	-	ABK11727.1			TonB-dependent siderophore receptor			Bcen2424_4993	2217	738	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2004046	2005812	-							Bcen2424_4994	1767		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2004046	2005812	-	ABK11728.1			ABC transporter related			Bcen2424_4994	1767	588	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2005809	2007533	-							Bcen2424_4995	1725		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2005809	2007533	-	ABK11729.1			ABC transporter related			Bcen2424_4995	1725	574	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2007530	2008582	-							Bcen2424_4996	1053		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2007530	2008582	-	ABK11730.1			thiazolinyl imide reductase			Bcen2424_4996	1053	350	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2008579	2014056	-							Bcen2424_4997	5478		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2008579	2014056	-	ABK11731.1			amino acid adenylation domain protein			Bcen2424_4997	5478	1825	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2014053	2018426	-							Bcen2424_4998	4374		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2014053	2018426	-	ABK11732.1			amino acid adenylation domain protein			Bcen2424_4998	4374	1457	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2018550	2019491	-							Bcen2424_4999	942		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2018550	2019491	-	ABK11733.1			transcriptional regulator, AraC family			Bcen2424_4999	942	313	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2019709	2021361	+							Bcen2424_5000	1653		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2019709	2021361	+	ABK11734.1			AMP-dependent synthetase and ligase			Bcen2424_5000	1653	550	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2021358	2022131	+							Bcen2424_5001	774		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2021358	2022131	+	ABK11735.1			Thioesterase			Bcen2424_5001	774	257	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2022128	2022433	+							Bcen2424_5002	306		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2022128	2022433	+	ABK11736.1			chorismate mutase related enzyme			Bcen2424_5002	306	101	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2022430	2023860	+							Bcen2424_5003	1431		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2022430	2023860	+	ABK11737.1			isochorismate synthase			Bcen2424_5003	1431	476	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2023874	2024758	-							Bcen2424_5004	885		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2023874	2024758	-	ABK11738.1			transcriptional regulator, LysR family			Bcen2424_5004	885	294	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2024837	2026138	+							Bcen2424_5005	1302		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2024837	2026138	+	ABK11739.1			aminotransferase			Bcen2424_5005	1302	433	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2026212	2026961	-							Bcen2424_5006	750		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2026212	2026961	-	ABK11740.1			short-chain dehydrogenase/reductase SDR			Bcen2424_5006	750	249	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2027003	2027980	+							Bcen2424_5007	978		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2027003	2027980	+	ABK11741.1			transcriptional regulator, AraC family			Bcen2424_5007	978	325	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2028054	2028911	+							Bcen2424_5008	858		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2028054	2028911	+	ABK11742.1			transcriptional regulator, AraC family			Bcen2424_5008	858	285	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2028956	2029363	+							Bcen2424_5009	408		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2028956	2029363	+	ABK11743.1			conserved hypothetical protein			Bcen2424_5009	408	135	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2029394	2029744	-							Bcen2424_5010	351		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2029394	2029744	-	ABK11744.1			Glyoxalase/bleomycin resistance protein/dioxygenase			Bcen2424_5010	351	116	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2029810	2030733	-							Bcen2424_5011	924		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2029810	2030733	-	ABK11745.1			protein of unknown function DUF6, transmembrane			Bcen2424_5011	924	307	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2030747	2031733	-							Bcen2424_5012	987		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2030747	2031733	-	ABK11746.1			conserved hypothetical protein			Bcen2424_5012	987	328	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2031763	2032743	-							Bcen2424_5013	981		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2031763	2032743	-	ABK11747.1			conserved hypothetical protein			Bcen2424_5013	981	326	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2032876	2033727	+							Bcen2424_5014	852		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2032876	2033727	+	ABK11748.1			transcriptional regulator, LysR family			Bcen2424_5014	852	283	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2033821	2034522	-							Bcen2424_5015	702		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2033821	2034522	-	ABK11749.1			L-leucine ABC transporter ATP-binding protein / L-isoleucine ABC transporter ATP-binding protein / L-valine ABC transporter ATP-binding protein			Bcen2424_5015	702	233	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2034522	2035295	-							Bcen2424_5016	774		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2034522	2035295	-	ABK11750.1			L-leucine ABC transporter ATP-binding protein / L-valine ABC transporter ATP-binding protein / L-isoleucine ABC transporter ATP-binding protein			Bcen2424_5016	774	257	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2035292	2036563	-							Bcen2424_5017	1272		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2035292	2036563	-	ABK11751.1			L-leucine ABC transporter membrane protein / L-valine ABC transporter membrane protein / L-isoleucine ABC transporter membrane protein			Bcen2424_5017	1272	423	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2036575	2037534	-							Bcen2424_5018	960		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2036575	2037534	-	ABK11752.1			L-valine ABC transporter membrane protein / L-isoleucine ABC transporter membrane protein / L-leucine ABC transporter membrane protein			Bcen2424_5018	960	319	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2037685	2038803	-							Bcen2424_5019	1119		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2037685	2038803	-	ABK11753.1			L-isoleucine-binding protein / L-leucine-binding protein / L-valine-binding protein			Bcen2424_5019	1119	372	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2039589	2040242	+							Bcen2424_5020	654		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2039589	2040242	+	ABK11754.1			conserved hypothetical protein			Bcen2424_5020	654	217	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2040399	2040854	-							Bcen2424_5021	456		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2040399	2040854	-	ABK11755.1			conserved hypothetical protein			Bcen2424_5021	456	151	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2041333	2041821	-							Bcen2424_5022	489		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2041333	2041821	-	ABK11756.1			conserved hypothetical protein			Bcen2424_5022	489	162	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2041830	2046314	-							Bcen2424_5023	4485		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2041830	2046314	-	ABK11757.1			YD repeat protein			Bcen2424_5023	4485	1494	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2046322	2046744	-							Bcen2424_5024	423		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2046322	2046744	-	ABK11758.1			conserved hypothetical protein			Bcen2424_5024	423	140	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2046773	2048893	-							Bcen2424_5025	2121		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2046773	2048893	-	ABK11759.1			Rhs element Vgr protein			Bcen2424_5025	2121	706	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2049298	2049810	-							Bcen2424_5026	513		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2049298	2049810	-	ABK11760.1			OmpA/MotB domain protein			Bcen2424_5026	513	170	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2049897	2051165	-							Bcen2424_5027	1269		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2049897	2051165	-	ABK11761.1			diguanylate cyclase			Bcen2424_5027	1269	422	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2051162	2051959	-							Bcen2424_5028	798		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2051162	2051959	-	ABK11762.1			hypothetical protein			Bcen2424_5028	798	265	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2052294	2053181	+							Bcen2424_5029	888		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2052294	2053181	+	ABK11763.1			transcriptional regulator, LysR family			Bcen2424_5029	888	295	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2053346	2054782	+							Bcen2424_5030	1437		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2053346	2054782	+	ABK11764.1			N-acyl-D-amino-acid deacylase			Bcen2424_5030	1437	478	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2054855	2056195	+							Bcen2424_5031	1341		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2054855	2056195	+	ABK11765.1			major facilitator superfamily MFS_1			Bcen2424_5031	1341	446	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2056210	2057550	+							Bcen2424_5032	1341		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2056210	2057550	+	ABK11766.1			Amidase			Bcen2424_5032	1341	446	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2057666	2058907	+							Bcen2424_5033	1242		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2057666	2058907	+	ABK11767.1			D-amino-acid dehydrogenase			Bcen2424_5033	1242	413	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2058960	2060105	-							Bcen2424_5034	1146		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2058960	2060105	-	ABK11768.1			(S)-2-hydroxy-acid oxidase			Bcen2424_5034	1146	381	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2060288	2061055	-							Bcen2424_5035	768		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2060288	2061055	-	ABK11769.1			transcriptional regulator, GntR family			Bcen2424_5035	768	255	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2061124	2062014	-							Bcen2424_5036	891		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2061124	2062014	-	ABK11770.1			amidohydrolase 2			Bcen2424_5036	891	296	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2062082	2063023	-							Bcen2424_5037	942		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2062082	2063023	-	ABK11771.1			monosaccharide ABC transporter substrate-binding protein, CUT2 family			Bcen2424_5037	942	313	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2063106	2064143	-							Bcen2424_5038	1038		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2063106	2064143	-	ABK11772.1			monosaccharide ABC transporter membrane protein, CUT2 family			Bcen2424_5038	1038	345	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2064180	2065718	-							Bcen2424_5039	1539		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2064180	2065718	-	ABK11773.1			monosaccharide ABC transporter ATP-binding protein, CUT2 family			Bcen2424_5039	1539	512	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2065731	2066507	-							Bcen2424_5040	777		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2065731	2066507	-	ABK11774.1			short-chain dehydrogenase/reductase SDR			Bcen2424_5040	777	258	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2066595	2067872	-							Bcen2424_5041	1278		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2066595	2067872	-	ABK11775.1			Mandelate racemase/muconate lactonizing enzyme, C-terminal domain protein			Bcen2424_5041	1278	425	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2067896	2068738	-							Bcen2424_5042	843		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2067896	2068738	-	ABK11776.1			5-carboxymethyl-2-hydroxymuconate delta-isomerase			Bcen2424_5042	843	280	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2068802	2069566	-							Bcen2424_5043	765		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2068802	2069566	-	ABK11777.1			short-chain dehydrogenase/reductase SDR			Bcen2424_5043	765	254	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2070233	2070523	+							Bcen2424_5044	291		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2070233	2070523	+	ABK11778.1			conserved hypothetical protein			Bcen2424_5044	291	96	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2070694	2071680	+							Bcen2424_5045	987		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2070694	2071680	+	ABK11779.1			short-chain dehydrogenase/reductase SDR			Bcen2424_5045	987	328	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2071895	2072197	+							Bcen2424_5046	303		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2071895	2072197	+	ABK11780.1			conserved hypothetical protein			Bcen2424_5046	303	100	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2072391	2073596	-							Bcen2424_5047	1206		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2072391	2073596	-	ABK11781.1			Gamma-butyrobetaine dioxygenase			Bcen2424_5047	1206	401	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2073620	2074576	-							Bcen2424_5048	957		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2073620	2074576	-	ABK11782.1			Alpha/beta hydrolase fold-3 domain protein			Bcen2424_5048	957	318	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2074627	2075115	-							Bcen2424_5049	489		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2074627	2075115	-	ABK11783.1			thioesterase-like protein			Bcen2424_5049	489	162	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2075126	2076091	-							Bcen2424_5050	966		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2075126	2076091	-	ABK11784.1			3-hydroxyacyl-CoA dehydrogenase, NAD-binding protein			Bcen2424_5050	966	321	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2076182	2077111	-							Bcen2424_5051	930		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2076182	2077111	-	ABK11785.1			protein of unknown function DUF849			Bcen2424_5051	930	309	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2077173	2078126	-							Bcen2424_5052	954		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2077173	2078126	-	ABK11786.1			Substrate-binding region of ABC-type glycine betaine transport system			Bcen2424_5052	954	317	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2078412	2078738	+							Bcen2424_5053	327		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2078412	2078738	+	ABK11787.1			hypothetical protein			Bcen2424_5053	327	108	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2078790	2079671	-							Bcen2424_5054	882		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2078790	2079671	-	ABK11788.1			transcriptional regulator, LysR family			Bcen2424_5054	882	293	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2079794	2080237	+							Bcen2424_5055	444		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2079794	2080237	+	ABK11789.1			protein of unknown function DUF606			Bcen2424_5055	444	147	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2080295	2081800	-							Bcen2424_5056	1506		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2080295	2081800	-	ABK11790.1			aldehyde dehydrogenase (acceptor)			Bcen2424_5056	1506	501	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2081834	2082370	-							Bcen2424_5057	537		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2081834	2082370	-	ABK11791.1			cytochrome c, class I			Bcen2424_5057	537	178	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2082367	2082867	-							Bcen2424_5058	501		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2082367	2082867	-	ABK11792.1			cytochrome c, class I			Bcen2424_5058	501	166	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2082864	2083400	-							Bcen2424_5059	537		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2082864	2083400	-	ABK11793.1			Amine dehydrogenase			Bcen2424_5059	537	178	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2083440	2084075	-							Bcen2424_5060	636		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2083440	2084075	-	ABK11794.1			methylamine dehydrogenase accessory protein MauD			Bcen2424_5060	636	211	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2084072	2084626	-							Bcen2424_5061	555		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2084072	2084626	-	ABK11795.1			conserved hypothetical protein			Bcen2424_5061	555	184	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2084634	2085791	-							Bcen2424_5062	1158		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2084634	2085791	-	ABK11796.1			Amine dehydrogenase			Bcen2424_5062	1158	385	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2086033	2086995	+							Bcen2424_5063	963		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2086033	2086995	+	ABK11797.1			transcriptional regulator, AraC family			Bcen2424_5063	963	320	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2087117	2088061	+							Bcen2424_5064	945		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2087117	2088061	+	ABK11798.1			transcriptional regulator, AraC family with amidase-like domain			Bcen2424_5064	945	314	
gene	pseudogene	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2088065	2088298	-							Bcen2424_5065	234		pseudo
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2088554	2090266	+							Bcen2424_5066	1713		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2088554	2090266	+	ABK11799.1			Propeptide, peptidase M4 and M36			Bcen2424_5066	1713	570	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2090346	2091599	+							Bcen2424_5067	1254		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2090346	2091599	+	ABK11800.1			leucyl aminopeptidase, Metallo peptidase, MEROPS family M28E			Bcen2424_5067	1254	417	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2091674	2092096	+							Bcen2424_5068	423		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2091674	2092096	+	ABK11801.1			protein of unknown function DUF74			Bcen2424_5068	423	140	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2092110	2093360	-							Bcen2424_5069	1251		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2092110	2093360	-	ABK11802.1			major facilitator superfamily MFS_1			Bcen2424_5069	1251	416	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2093603	2094742	-							Bcen2424_5070	1140		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2093603	2094742	-	ABK11803.1			porin, Gram-negative type			Bcen2424_5070	1140	379	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2095003	2095968	-							Bcen2424_5071	966		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2095003	2095968	-	ABK11804.1			Substrate-binding region of ABC-type glycine betaine transport system			Bcen2424_5071	966	321	
